"word","count","year"
"concentrates",6,2004
"fabrics",6,2004
"fruit",6,2004
"plastics",6,2004
"rubber",6,2004
"articles",6,2005
"concentrates",6,2005
"fabrics",6,2005
"fruit",6,2005
"ores",6,2005
"plastics",6,2005
"rubber",6,2005
"waste",6,2005
"articles",6,2006
"fruit",6,2006
"ores",6,2006
"waste",6,2006
"articles",6,2007
"fabrics",6,2007
"fruit",6,2007
"ores",6,2007
"plastics",6,2007
"rubber",6,2007
"articles",6,2008
"concentrates",6,2008
"fruit",6,2008
"plastics",6,2008
"rubber",6,2008
"waste",6,2008
"articles",6,2009
"rubber",6,2009
"articles",6,2010
"concentrates",6,2010
"fruit",6,2010
"ores",6,2010
"rubber",6,2010
"waste",6,2010
"articles",6,2011
"concentrates",6,2011
"plastics",6,2011
"rubber",6,2011
"articles",6,2012
"plastics",6,2012
"waste",6,2012
"articles",6,2013
"plastics",6,2013
"rubber",6,2013
"waste",6,2013
"articles",6,2014
"concentrates",6,2014
"fruit",6,2014
"ores",6,2014
"plastics",6,2014
"rubber",6,2014
"waste",6,2014
"articles",6,2015
"rubber",6,2015
"articles",6,2016
"fruit",6,2016
"ores",6,2016
"plastics",6,2016
"rubber",6,2016
"waste",6,2016
"fruit",6,2017
"plastics",6,2017
"waste",6,2017
"machines",7,2003
"oils",7,2003
"vegetable",7,2003
"wood",7,2003
"accessories",7,2004
"oils",7,2004
"vegetable",7,2004
"wood",7,2004
"accessories",7,2005
"machines",7,2005
"oils",7,2005
"vegetable",7,2005
"wood",7,2005
"oils",7,2006
"vegetable",7,2006
"wood",7,2006
"accessories",7,2007
"machines",7,2007
"oils",7,2007
"vegetable",7,2007
"wood",7,2007
"machines",7,2008
"oils",7,2008
"wood",7,2008
"wood",7,2009
"vegetable",7,2010
"wood",7,2010
"oils",7,2011
"vegetable",7,2011
"wood",7,2011
"machines",7,2012
"oils",7,2012
"vegetable",7,2012
"wood",7,2012
"accessories",7,2013
"machines",7,2013
"oils",7,2013
"vegetable",7,2013
"wood",7,2013
"machines",7,2014
"oils",7,2014
"vegetable",7,2014
"wood",7,2014
"wood",7,2015
"vegetable",7,2016
"wood",7,2016
"machines",7,2017
"crude",8,2004
"crude",8,2005
"crude",8,2006
"crude",8,2007
"crude",8,2008
"crude",8,2010
"crude",8,2011
"crude",8,2012
"crude",8,2013
"crude",8,2014
"equipment",9,2003
"materials",9,2003
"equipment",9,2004
"materials",9,2004
"equipment",9,2005
"materials",9,2005
"equipment",9,2006
"materials",9,2006
"equipment",9,2007
"materials",9,2007
"equipment",9,2008
"materials",9,2008
"equipment",9,2009
"materials",9,2009
"equipment",9,2010
"materials",9,2010
"equipment",9,2011
"materials",9,2011
"equipment",9,2012
"materials",9,2012
"equipment",9,2013
"materials",9,2013
"equipment",9,2014
"materials",9,2014
"equipment",9,2015
"materials",9,2015
"equipment",9,2016
"materials",9,2016
"equipment",9,2017
"materials",9,2017
"machinery",10,2003
"metal",10,2003
"steel",10,2003
"machinery",10,2004
"metal",10,2004
"steel",10,2004
"machinery",10,2005
"metal",10,2005
"steel",10,2005
"machinery",10,2006
"metal",10,2006
"steel",10,2006
"machinery",10,2007
"metal",10,2007
"steel",10,2007
"machinery",10,2008
"metal",10,2008
"steel",10,2008
"machinery",10,2009
"metal",10,2009
"steel",10,2009
"machinery",10,2010
"metal",10,2010
"steel",10,2010
"machinery",10,2011
"steel",10,2011
"machinery",10,2012
"steel",10,2012
"machinery",10,2013
"metal",10,2013
"steel",10,2013
"machinery",10,2014
"metal",10,2014
"steel",10,2014
"machinery",10,2015
"metal",10,2015
"steel",10,2015
"machinery",10,2016
"metal",10,2016
"steel",10,2016
"steel",10,2017
"iron",12,2003
"iron",12,2004
"iron",12,2005
"iron",12,2006
"iron",12,2007
"iron",12,2008
"iron",12,2009
"iron",12,2010
"iron",12,2011
"iron",12,2012
"iron",12,2013
"iron",12,2014
"iron",12,2015
"iron",12,2017
"textile",13,2003
"textile",13,2004
"textile",13,2005
"textile",13,2006
"textile",13,2007
"textile",13,2008
"textile",13,2009
"textile",13,2010
"textile",13,2011
"textile",13,2012
"textile",13,2013
"textile",13,2014
"textile",13,2015
"textile",13,2016
"textile",13,2017
