"","Year","Commodity","Afghanistan","Albania","Algeria","Andorra","Angola","Anguilla","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","British Indian Ocean Territories","British Virgin Islands","Brunei","Bulgaria","Burkina Faso","Burma","Burundi","Cabo Verde","Cambodia","Cameroon","Canada","Cayman Islands","Central African Republic","Chad","Chile","China","Christmas Island","Cocos (Keeling) Islands","Colombia","Comoros","Congo (Brazzaville)","Congo (Kinshasa)","Cook Islands","Costa Rica","Cote d'Ivoire","Croatia","Cuba","Curacao","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Falkland Islands (Islas Malvinas)","Faroe Islands","Fiji","Finland","France","French Guiana","French Polynesia","French Southern and Antarctic Lands","Gabon","Gambia","Gaza Strip Administered by Israel","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Grenada","Guadeloupe","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Heard and McDonald Islands","Honduras","Hong Kong","Hungary","Iceland","India","Indonesia","Iran","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, North","Korea, South","Kosovo","Kuwait","Kyrgyzstan","Laos","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macau","Macedonia","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Martinique","Mauritania","Mauritius","Mayotte","Mexico","Micronesia","Moldova","Monaco","Mongolia","Montenegro","Montserrat","Morocco","Mozambique","Namibia","Nauru","Nepal","Netherlands","Netherlands Antilles","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Niue","Norfolk Island","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Pitcairn Islands","Poland","Portugal","Qatar","Reunion","Romania","Russia","Rwanda","Samoa","San Marino","Sao Tome and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Sint Maarten","Slovakia","Slovenia","Solomon Islands","Somalia","South Africa","South Sudan","Spain","Sri Lanka","St Helena","St Kitts and Nevis","St Lucia","St Pierre and Miquelon","St Vincent and the Grenadines","Sudan","Suriname","Svalbard, Jan Mayen Island","Swaziland","Sweden","Switzerland","Syria","Taiwan","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tokelau","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","Unidentified Countries","United Arab Emirates","United Kingdom","Uruguay","Uzbekistan","Vanuatu","Vatican City","Venezuela","Vietnam","Wallis and Futuna","West Bank Administered by Israel","Western Sahara","WorldTotal","Yemen","Zambia","Zimbabwe"
"46",1997,"Wheat",0,0,0,0,0,0,0,0,0,0,8477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375770100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4480,0,0,0,0,0,0,0,4158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376238231,0,0,0
"47",1998,"Wheat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295869838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1557058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35043,0,0,0,0,0,0,0,6071,0,0,0,0,0,0,0,0,0,297903348,0,0,0
"48",1999,"Wheat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290074694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2278,0,0,0,0,0,0,0,0,0,19071,0,0,0,0,0,0,0,187194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290425325,0,0,0
"49",2000,"Wheat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243294388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5123,0,0,0,0,0,0,0,0,0,9642,0,0,0,0,0,0,0,175295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2890,0,0,2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18431,0,0,0,0,0,0,0,2427,0,0,0,0,0,0,0,0,0,244767791,0,0,0
"50",2001,"Wheat",0,0,0,0,0,0,0,0,0,0,71756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296230117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3505620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3243,0,0,0,0,0,0,0,0,0,50732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300060078,0,0,0
"51",2002,"Wheat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267175990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3639,0,0,0,0,0,0,0,0,0,4317066,0,0,0,0,0,0,0,201291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1478718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3246,0,0,0,0,0,0,32075,0,0,0,0,0,0,0,9325755,0,0,0,0,0,0,0,0,0,282544188,0,0,0
"52",2003,"Wheat",0,0,0,0,0,0,0,13618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132063380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2773,0,0,0,0,0,0,0,0,0,10695,0,0,0,0,0,0,0,218481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5506986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10307,0,0,0,0,0,0,0,6159020,0,0,0,0,0,0,0,0,0,143992487,0,0,0
"53",2004,"Wheat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164874696,0,0,0,0,3059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22760,0,0,0,0,0,0,0,0,0,6459,4625,0,0,0,0,0,0,0,0,0,0,3679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2078057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306,0,0,2342,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167221478,0,0,0
"54",2005,"Wheat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178229095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368138,0,0,0,0,0,0,0,15090,0,2160,0,0,0,0,0,0,0,0,0,0,0,12831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1695757,0,0,0,0,0,0,0,0,0,0,0,8116,0,0,6392,0,0,0,0,0,0,0,0,0,0,0,0,19450,0,0,0,0,0,0,0,3312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180651171,0,0,0
"55",2006,"Wheat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320462434,0,0,0,0,5720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197993,0,0,0,0,0,0,0,37616,0,0,5642,0,0,0,0,0,0,0,0,0,0,11924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6927098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13217,0,0,0,0,0,0,0,2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10667,0,0,0,0,0,0,0,12546,0,0,0,0,0,0,0,0,0,327852905,0,0,0
"56",2007,"Wheat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504409865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13814,0,0,0,0,0,0,0,0,0,4854,0,0,0,0,0,0,0,0,0,16604,0,0,0,0,0,0,0,132382,0,0,0,0,0,0,5420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22031,161690,0,0,0,0,0,0,0,0,0,0,0,0,0,13158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12982897,0,0,0,0,0,0,4601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17518,0,0,0,0,0,0,0,2759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517812922,0,0,0
"57",2008,"Wheat",0,0,0,0,0,0,0,745100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065909706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4251,0,0,0,0,0,0,5767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2799,0,0,0,0,3903,208841,0,0,0,0,0,0,0,0,0,0,0,0,0,53346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26188293,0,0,0,0,0,0,4529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24393,0,0,0,0,0,0,0,22703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140919,0,0,0,0,0,0,0,6416986,0,0,0,0,0,0,0,0,0,1099789534,0,0,0
"58",2009,"Wheat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19741939,0,0,0,0,0,0,0,0,0,0,674193582,0,0,0,0,38820,0,0,4266,0,0,0,0,0,0,0,0,0,3874,0,22804835,0,0,0,0,4893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27902,0,0,0,0,0,289606,0,0,0,0,0,0,0,0,0,0,0,0,0,30366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3496617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28274,0,0,0,0,0,0,0,7732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104332,0,0,0,0,0,0,242629,2097316,0,0,0,0,0,0,0,0,0,723334345,0,0,0
"59",2010,"Wheat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40421982,0,0,0,0,0,0,0,0,0,0,529401500,0,0,0,0,12348,0,0,0,0,0,0,0,0,0,0,0,0,6931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20202,0,0,0,0,0,0,0,57162,0,0,0,0,0,0,15807,0,0,0,0,0,0,0,0,0,0,0,7462,0,0,7649,386960,0,0,2673,0,0,0,0,0,0,0,0,0,0,26751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25157,0,0,0,0,0,0,0,2661,0,0,0,0,0,0,0,0,0,0,0,29136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148804,0,0,0,0,0,0,239234,12272845,0,0,0,0,0,0,0,0,0,584381739,0,0,0
"60",2011,"Wheat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634752331,0,0,0,0,23928,0,0,0,0,0,0,0,0,0,0,0,0,2227,0,0,0,0,0,0,6153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160902,0,0,0,0,0,0,7256,0,0,0,0,0,0,0,0,0,14688,0,0,0,0,2750,244405,0,46362,3162,0,0,0,0,0,0,0,0,0,0,7440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10661769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38307,0,0,0,0,0,0,0,2913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229144,0,0,0,0,0,0,276901,15082982,0,0,0,0,0,0,0,0,0,661563620,0,0,0
"61",2012,"Wheat",0,0,0,0,0,0,0,982761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788637725,0,0,0,0,70873,0,0,0,0,0,0,0,0,0,0,0,0,7555,0,0,0,0,0,6371,6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2810,307443,0,0,0,0,0,0,0,0,0,0,0,0,0,3735,0,0,0,0,0,0,27475,0,0,0,0,0,0,0,0,0,0,0,0,5785858,0,0,0,0,0,0,22006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60509,0,0,0,0,0,0,0,2768,0,0,0,0,0,0,0,0,0,0,0,30065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4436,0,0,0,0,0,0,0,0,0,158634,0,0,0,0,0,0,175397,53105195,449021,0,0,0,0,0,0,0,0,849981277,0,0,0
"62",2013,"Wheat",0,0,0,0,0,0,0,3366501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26300,0,0,0,0,0,0,0,0,0,0,1074040549,0,0,0,0,375765,0,0,0,0,0,0,0,0,0,0,0,0,2918,0,0,0,0,0,5382,17438,0,0,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,131708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485571,0,0,5124,0,0,0,0,0,0,0,0,0,0,3645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767927,0,0,0,973134,0,0,23980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72009,0,0,0,0,0,0,0,19821,0,0,0,0,0,0,0,0,0,0,0,27641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19291,0,0,0,0,0,0,0,0,0,187070,0,0,0,0,0,0,144963,3021,1954161,0,0,0,0,0,0,0,0,1083664919,0,0,0
"63",2014,"Wheat",0,0,0,0,0,0,0,5373960,0,0,0,426418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999961681,0,0,0,0,323681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17238,0,0,0,0,0,0,0,0,0,9463373,0,0,0,0,0,0,0,101844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126582,0,0,0,0,0,0,12841,457290,0,0,0,0,0,0,0,0,0,0,0,0,0,4213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4113057,0,0,0,2117572,0,0,0,0,0,0,0,88870,0,0,0,0,0,0,0,0,0,0,13794,0,0,0,0,48373,0,0,0,0,0,0,0,16229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11948,0,0,0,0,0,0,0,0,0,12465,0,0,0,0,0,0,0,5491434,319136,0,0,0,0,0,0,0,0,1028501999,0,0,0
"64",2015,"Wheat",0,0,0,0,0,0,0,10403775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699106309,0,0,0,0,58752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4423,4979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8786,309012,0,0,4086,0,0,0,0,0,0,0,0,0,0,1007357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12179157,0,0,0,1596528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101928,0,0,0,0,0,0,0,2378710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24601,0,0,0,0,0,0,0,0,0,15751,0,0,0,0,37717,0,0,0,568282,0,0,0,0,0,0,0,0,727810153,0,0,0
"65",2016,"Wheat",0,0,0,0,0,0,0,24303223,0,0,20905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418709088,0,0,0,0,30109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43120,0,0,0,0,5701,0,0,0,0,0,0,0,0,0,31257345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31320,0,0,0,0,14129,444270,0,0,6930,0,0,0,0,11198,0,0,0,0,0,316416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4824901,0,0,0,0,0,0,0,0,0,0,0,7436,0,0,0,0,0,9852,0,0,0,0,0,0,0,0,0,86881,0,0,0,0,0,0,0,19729,0,0,0,0,0,0,61355,0,0,0,0,0,0,0,0,0,0,48337,0,0,0,0,0,0,0,0,0,0,0,0,2895,19525,0,0,0,0,0,0,0,0,0,14118,0,0,0,0,0,0,0,10666228,108383,0,0,0,9901,0,0,0,0,491073295,0,0,0
"66",2017,"Wheat",0,0,0,0,0,0,0,4830693,0,0,16739,0,0,0,0,0,0,0,0,0,0,0,0,3381,0,0,0,0,0,0,0,0,0,0,0,0,0,493089413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65622,0,0,0,0,15879,422987,0,0,7500,0,0,0,0,6170,0,0,0,0,0,8591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38632,0,0,0,0,0,0,0,3707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500636658,0,0,0
"67",1996,"Rice",0,0,0,0,0,0,0,1505207,0,0,0,0,0,0,0,16220,0,0,0,0,0,0,19959,0,0,0,3156,0,0,0,0,0,0,0,0,0,0,155817,0,0,0,0,216265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1654,0,0,0,0,0,0,0,0,0,29889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64535,0,0,31343863,0,0,0,0,0,5976728,0,64050,0,0,0,0,0,25749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9300,0,0,0,0,0,0,0,0,169015,0,0,0,0,0,0,0,0,0,0,0,1685,0,0,0,0,0,0,0,0,0,0,4045031,0,0,0,0,0,93174,0,0,0,0,0,0,0,0,0,0,0,21745,0,0,0,0,0,0,0,0,0,0,0,0,53675,0,0,0,0,0,0,0,0,0,0,0,0,0,130162,0,0,125267144,0,0,0,0,0,0,7080,0,0,0,0,0,0,81109,2202235,415842,0,0,0,0,6568456,0,0,0,178488745,0,0,0
"68",1997,"Rice",0,0,0,0,0,0,0,1226943,0,0,0,0,0,0,0,106249,0,0,0,5003,0,0,27365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257214,0,0,0,0,408608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2170,3641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74384,0,0,0,122817,0,0,36491887,54408,0,0,0,3485,5612343,0,180321,0,0,0,0,0,43047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6011029,0,0,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,22555,0,0,0,0,251247,0,0,0,0,0,0,0,73374,3511,0,0,0,0,0,0,0,0,0,0,0,0,55744,0,0,160826915,0,0,0,0,0,0,5397,0,0,0,0,0,0,93925,1652863,14925,0,0,0,0,21862178,0,0,0,235976285,0,0,0
"69",1998,"Rice",0,0,0,0,0,0,0,10533,0,0,183400,0,0,0,0,107490,0,0,0,0,0,0,55294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327527,0,0,0,0,320905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12151,0,0,0,0,0,0,0,0,0,5685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214752,0,0,42397417,0,0,0,0,5143,5599757,0,271289,0,0,0,0,0,103028,0,0,0,0,0,2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8374020,0,0,0,0,0,24500,0,13421,0,0,0,0,0,0,0,0,0,22481,0,0,0,0,13298,0,0,0,0,0,0,0,31467,2192,0,0,0,0,0,0,0,0,0,0,0,0,29565,125873,0,142367543,0,0,0,0,0,0,24393,0,0,0,0,0,0,127877,588833,14642,0,0,0,104672,0,0,0,0,203044221,0,0,0
